,0,1,2,3,4,5
1121580,4,1974150919,Sat May 30 12:32:37 PDT 2009,NO_QUERY,shellyontour,@CarnellUNYC you bet i will!! 
1175998,4,1981189833,Sun May 31 08:37:10 PDT 2009,NO_QUERY,erinvandommelen,@lubop29 i am so happy that you are twittering  love you lu!
708128,0,2257206992,Sat Jun 20 13:58:15 PDT 2009,NO_QUERY,Gigi360,What do I do with myself in the meantime! Ehrrrrrrr!!!     
744629,0,2267193143,Sun Jun 21 09:46:36 PDT 2009,NO_QUERY,imstillanerd,really really weird night last night...homework time  boo
627926,0,2231089847,Thu Jun 18 18:01:52 PDT 2009,NO_QUERY,designedbymatty,#squarespace you should give me an iphone since mine just died. 
916061,4,1753236678,Sun May 10 00:41:56 PDT 2009,NO_QUERY,bellacullen1918,Happy Mother's day to all mum's in america 
1437331,4,2061150138,Sat Jun 06 20:16:44 PDT 2009,NO_QUERY,amieewhitney,@Heinzines definitely a vampire  but sleeping breaks up my boring life
1398353,4,2054086825,Sat Jun 06 06:31:22 PDT 2009,NO_QUERY,SylviaEnder,@bloghamptons WOW - - UPS doesn't like you very much it seems!  
401659,0,2057728849,Sat Jun 06 13:33:05 PDT 2009,NO_QUERY,sorrowclouds,11th place 
173772,0,1964163268,Fri May 29 13:49:12 PDT 2009,NO_QUERY,Lisaduhh,Work till 6..then dreadful tv shopping cause mine broke 
1098925,4,1970528479,Sat May 30 04:13:41 PDT 2009,NO_QUERY,katewinney,"errr morning :s nice day  sun is shining i have the entire day and night off  woo, really bad tooth ache from brace  oh well tweet me!"
379159,0,2052276579,Sat Jun 06 00:11:51 PDT 2009,NO_QUERY,ja_adoreSarah,"tom has gorgeous teeth and after my conan fix, im going to dream about carls jr "
791881,0,2326100434,Thu Jun 25 06:33:06 PDT 2009,NO_QUERY,sherryannx3,Why can't i sleep in anymore?!  excited for florida? I think so. :p
505751,0,2188471033,Mon Jun 15 21:57:39 PDT 2009,NO_QUERY,magicmoment32,@RealLamarOdom takeee me with youuu lamarrrrr  &lt;3
1458284,4,2063653386,Sun Jun 07 03:32:27 PDT 2009,NO_QUERY,JeromeKoehler,"@jenione sadly, I want to buy it myself.  Maybe next week "
1523012,4,2176522883,Mon Jun 15 04:05:53 PDT 2009,NO_QUERY,nicole_honey,"@chriscuzzy Well, good morning, even if it is a bit early for you  Enjoy relaxing in the sun "
1167989,4,1980109253,Sun May 31 05:43:04 PDT 2009,NO_QUERY,babellab,@celiacupcake always have spare room for u 
601525,0,2221166515,Thu Jun 18 04:50:27 PDT 2009,NO_QUERY,TylerTew,Band camp day 4. Which is the last day. 
226735,0,1977916996,Sat May 30 22:00:12 PDT 2009,NO_QUERY,WhiteBeArD03,upset because cavaliers didnt make it to the Finals 
1145849,4,1977838352,Sat May 30 21:49:31 PDT 2009,NO_QUERY,singswell,@GOD_1st that's great! It's always good to meet a fellow born again believer. 
652485,0,2238232810,Fri Jun 19 07:00:23 PDT 2009,NO_QUERY,_Mintage,2.00 am Goodbye!!!!!!!!!!!!!!!!!!!!!!!!!!! 
1063930,4,1964556999,Fri May 29 14:25:36 PDT 2009,NO_QUERY,BossTycoonLZ,@JF_Kennedy my dad lives out there.. ima go work at his body shop prolly... miss workin wit cars... 
719996,0,2260760524,Sat Jun 20 19:43:52 PDT 2009,NO_QUERY,carlosiespinoza,@wiipink hey add me up. Could use someone to talk to  247E73D8
91337,0,1759463453,Sun May 10 19:16:03 PDT 2009,NO_QUERY,iwantedthisname,@penn_ except if you in Australia where its 2-3 episodes behind 
709491,0,2257628690,Sat Jun 20 14:38:25 PDT 2009,NO_QUERY,hayleyevans,@ericbromwell Sorry buddy! 
1085950,4,1969253206,Fri May 29 23:28:00 PDT 2009,NO_QUERY,hiSheryl,BURRRNIN NOW 
654509,0,2239496224,Fri Jun 19 08:36:51 PDT 2009,NO_QUERY,Joehhzeh,"may get rid of her livejournal. I wish I could update it, but my life is too boring/I update tumblr more often "
883180,4,1686090377,Sun May 03 03:42:22 PDT 2009,NO_QUERY,chloelouisehall,@mileycyrus http://twitpic.com/4fzo7 - i love brandis hair that colour !! it looks so nice 
753211,0,2286803373,Mon Jun 22 16:56:56 PDT 2009,NO_QUERY,NiRio84,I am tots melting here at work. Why do they turn off the AC after hours? 
935605,4,1792794058,Thu May 14 00:16:02 PDT 2009,NO_QUERY,roofer_on_fire,@jewlicious I don't know. He's not on Twitter 
471360,0,2176614228,Mon Jun 15 04:19:52 PDT 2009,NO_QUERY,it_is_Ivette,wow it has been a long times since my last update what can i say tx is boring  or is it just me???....lol
1223344,4,1990399308,Mon Jun 01 04:45:57 PDT 2009,NO_QUERY,stuartsharpe,"@lingmops When I do it, it's very clever. Even when it's very stupid. "
169829,0,1962723081,Fri May 29 11:32:16 PDT 2009,NO_QUERY,jejily,No pool today.   Stupid weather.
1322903,4,2014845229,Wed Jun 03 02:52:42 PDT 2009,NO_QUERY,leese81,is looking forward to the long weekend!! 2 sleeps to go! 
399800,0,2057252791,Sat Jun 06 12:39:25 PDT 2009,NO_QUERY,PollyRodgers,@AndrewDearling  I would if i could.. living up north does cause problems though! haha. xo
857016,4,1573856613,Tue Apr 21 03:10:54 PDT 2009,NO_QUERY,dongwayne,@alexiaaa mmm... you try 
1229640,4,1991403607,Mon Jun 01 06:58:43 PDT 2009,NO_QUERY,SallytheShizzle,@BrittGoosie yeah i clicked the link and then decided to take the long way XD its AWESOME btw 
1471189,4,2065166357,Sun Jun 07 08:02:12 PDT 2009,NO_QUERY,kimdeberhard,"@peasandluvfrmJO Hi sweetie!!  Your not alone!!  Wish I was closer, I'd come visit.  Hugs &amp; blessings from West Virginia!!!  "
1446006,4,2062458002,Sat Jun 06 23:17:19 PDT 2009,NO_QUERY,shadowstewie,Having the best time of my life right now 
254045,0,1984135463,Sun May 31 14:30:41 PDT 2009,NO_QUERY,justlovemusic,@MissMileysFan1 ahhh!! im so excited. tho it kinda sucks cus i dont live in the US so i have to wait til monday to watch it. 
1441852,4,2061890900,Sat Jun 06 21:50:56 PDT 2009,NO_QUERY,kellygirl27,"Wow...just as I was saying goodnight, Jeremy Camp's You Will Be There started on my mp3 player! &quot;When I wake, You will be there&quot; AMEN!!! "
1103397,4,1971040384,Sat May 30 06:02:19 PDT 2009,NO_QUERY,wickedbee,wants to receive another &quot;good news&quot; call from SC.  http://plurk.com/p/x79g8
151166,0,1932442838,Tue May 26 21:28:40 PDT 2009,NO_QUERY,armando_a,Mike flow came home and all his fish died   i am for real sad
1596966,4,2192811430,Tue Jun 16 07:35:03 PDT 2009,NO_QUERY,SylviaEnder,@WhitneyEVE Heard you love the Hamptons! Our beautiful house is for sale:  http://bit.ly/4xNeu For more great photos: http://bit.ly/tyZJl 
1541732,4,2180874469,Mon Jun 15 11:03:40 PDT 2009,NO_QUERY,Dorcii,@keallzz http://twitpic.com/7h6z0 - yaa. i really like it 
1504707,4,2072226108,Sun Jun 07 20:37:33 PDT 2009,NO_QUERY,nzka,@MaryKateOlsen7 yeah you are so right..I like ur quote.. 
1581265,4,2190170255,Tue Jun 16 01:58:16 PDT 2009,NO_QUERY,bisma,"Updating my personal blog at Blogger, last post was March 2008  Preparing a new one at Wordpress too."
1538257,4,2179826218,Mon Jun 15 09:38:13 PDT 2009,NO_QUERY,aricacolley,@jessicacastles They are always a big deal in my life. 
239522,0,1980641029,Sun May 31 07:17:36 PDT 2009,NO_QUERY,iAmTarynItUp,@simplyminda have fun biotch! sure you'll do a MUCH better job that moi 
329430,0,2011435343,Tue Jun 02 19:01:11 PDT 2009,NO_QUERY,theotherrussell,@tiffytits whose lives are you two ruining? Wish I had real internetz and not this gypsy edge network 
1398644,4,2054125714,Sat Jun 06 06:37:19 PDT 2009,NO_QUERY,Nightlitsky,Birthday party at the beach...  
65220,0,1690870596,Sun May 03 16:34:02 PDT 2009,NO_QUERY,S_dott,@matrixy I never got it  u sent it?
106250,0,1823467110,Sat May 16 22:02:59 PDT 2009,NO_QUERY,panda_hand,terrible day at work 
96399,0,1792589345,Wed May 13 23:36:01 PDT 2009,NO_QUERY,ZeenaBoBeena,Tomorrow is going to suck. 
1001680,4,1880133899,Fri May 22 00:12:20 PDT 2009,NO_QUERY,girlwithnoname,@LMAshton LOL!  something tells me you could handle the naughty language tho... !!!  
1139700,4,1976960690,Sat May 30 19:42:21 PDT 2009,NO_QUERY,JasonPowell,Spinal Tap and White Lion tunes have been playing in my head all day long 
1507998,4,2174585279,Sun Jun 14 22:51:57 PDT 2009,NO_QUERY,alyssahoee,is super bored &amp; wants someone fun to call her 
1318335,4,2014360746,Wed Jun 03 01:16:23 PDT 2009,NO_QUERY,simplycons16,I'm done playing with my DSi. Wanna eat snacks. 
172896,0,1963754484,Fri May 29 13:11:53 PDT 2009,NO_QUERY,MandyPandy32,@stevico1 Exactly! 
107138,0,1823819736,Sat May 16 23:05:17 PDT 2009,NO_QUERY,markusegger,Tied our hockey game 3:3. Were ahead most of the game and almost beat a team that's been unbeaten all-time. Screwed by the ref in the end 
907354,4,1695731906,Mon May 04 06:49:26 PDT 2009,NO_QUERY,BongoBongx,"@gfalcone601 you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride! "
34090,0,1564704873,Mon Apr 20 04:37:19 PDT 2009,NO_QUERY,erwanmace,@chrisbaskind @momsbunnies where did u guys get #Tweetie. I still see the &quot;coming soon&quot; video 
539031,0,2199290899,Tue Jun 16 17:17:23 PDT 2009,NO_QUERY,BullsEyeDogResc,"@ersle Yup, unfortunately they have it wrong right now: they have them and then leave them alone. "
830249,4,1557283538,Sun Apr 19 03:08:19 PDT 2009,NO_QUERY,RealMattDamon,"@Pixie_Anna No Viagra needed, I wake &quot;up&quot; every morning "
15550,0,1554397584,Sat Apr 18 16:53:12 PDT 2009,NO_QUERY,Sindath,Found 10 bobbleheads in fallout 3 need 10 more  for the achievment
790689,0,2325735470,Thu Jun 25 05:58:50 PDT 2009,NO_QUERY,iphonefresh,Having problems setting up Cairo Dock on Ubuntu  Some of the cairo themes I saw on youtube look awesome!
535856,0,2198147110,Tue Jun 16 15:40:07 PDT 2009,NO_QUERY,misscsc,Have torn the ligaments in my ankle and now walk like a pleb!  xXxc
333378,0,2013319650,Tue Jun 02 22:23:45 PDT 2009,NO_QUERY,krist0ph3r,@hardik that's one of the downsides of my job. no stock dealing shealing allowed!!! 
1322451,4,2014796168,Wed Jun 03 02:42:58 PDT 2009,NO_QUERY,gotmelikenobody,"Good morning. no exams today, but final english tomorrow. R&amp;R. "
1278645,4,2001453491,Tue Jun 02 00:56:16 PDT 2009,NO_QUERY,allaboutg,"@codem hehe nope, just totally gorgeous ppl, scandal and mor gorgeous people  It's like my life, only without the scandal =P hehehehe"
918885,4,1753728780,Sun May 10 03:07:45 PDT 2009,NO_QUERY,jima6636,ok peeps have good morning I'm going to bed   @ClickedApps hit me up later 
1194609,4,1984481526,Sun May 31 15:11:28 PDT 2009,NO_QUERY,lyssabach,We just saw hannah montanas car. I love hollywood 
1037223,4,1956482568,Thu May 28 21:58:40 PDT 2009,NO_QUERY,brigwyn,@Faulsey i am listening 
636049,0,2233805656,Thu Jun 18 21:55:50 PDT 2009,NO_QUERY,THOROBREDREN,@djthumbprint short rib/spicy pork? fack...I still havent had! 
1392294,4,2053397528,Sat Jun 06 04:24:38 PDT 2009,NO_QUERY,ThomasHensel,@spreadingjoy Thnx Marie - to each gifts are given - I'm glad you've found ways to share yours with us too 
115029,0,1826957990,Sun May 17 09:41:06 PDT 2009,NO_QUERY,dvxnick,"@jaredhoogerhyde  so whack, oh well ill be out there after school tomorrow. I've gotta shoot pictures for kassidys dad first though hahah"
1229496,4,1991383066,Mon Jun 01 06:56:25 PDT 2009,NO_QUERY,kelvinj21,@mileena10 just kidding good morning sunshine 
676787,0,2248498537,Fri Jun 19 20:43:12 PDT 2009,NO_QUERY,kid_coop,@DinoVXXX  what are you up to lol
261078,0,1985831714,Sun May 31 17:51:21 PDT 2009,NO_QUERY,I_enigma,@FitnessAttitude I can't hold back and am the first to admit it - I have no will power 
439726,0,2066518310,Sun Jun 07 10:40:18 PDT 2009,NO_QUERY,Richard_Lott,Photo: I miss him  http://tumblr.com/xfz1z5gw7
648381,0,2237015053,Fri Jun 19 05:00:57 PDT 2009,NO_QUERY,strawberryymilk,"Said the Whale was so so so so good last night, so happy the encored like 4 songs Now exam on 3 hours of sleep yayy "
578568,0,2213120714,Wed Jun 17 14:57:44 PDT 2009,NO_QUERY,jojoUK55,"not won the lotto  oh well, keep trying!!"
518655,0,2191596985,Tue Jun 16 05:36:09 PDT 2009,NO_QUERY,KisForKnitting,"Morning tweets, I think I blew out the battery on my lap top last night?? Have an appointment for today. Now I am tethered to the wall "
1254345,4,1997067640,Mon Jun 01 16:11:42 PDT 2009,NO_QUERY,KatieAMeyers,m0sx: well thats sweet 
334682,0,2013628732,Tue Jun 02 23:09:09 PDT 2009,NO_QUERY,Alaerys,@staceycmparker  Don't have a bathtub.
939083,4,1793593777,Thu May 14 03:17:17 PDT 2009,NO_QUERY,hummingbird604,@ctmagnus I'm not insomniac but I'm working late  hope you can sleep well soon #insomnia
1243707,4,1994651583,Mon Jun 01 12:15:04 PDT 2009,NO_QUERY,epascarello,"Bad connector outside, now I have TV once again. "
1402357,4,2054701538,Sat Jun 06 07:54:52 PDT 2009,NO_QUERY,itsallaboutisha,Just reach home &amp; finished my bath. Outing with syg was super fun eventhough it was soo tiring.. I still enjoy though 
284109,0,1993094947,Mon Jun 01 09:49:25 PDT 2009,NO_QUERY,spiderine,Just burned my finger on the toaster oven.  
1538671,4,2179927425,Mon Jun 15 09:46:30 PDT 2009,NO_QUERY,sym2010,SYM2010 Audition Script (English) now available for download!  Chinese version will be made available few days later. Stay tuned! ;)
640516,0,2235006659,Fri Jun 19 00:13:03 PDT 2009,NO_QUERY,Kris_A,up to work  i'm glad tomorrow is saturday lol
1382448,4,2052466758,Sat Jun 06 00:49:44 PDT 2009,NO_QUERY,all3xa,"Mornin', Fan day today? I need some fun after a looooooooooooooong week! "
298013,0,1997562058,Mon Jun 01 17:03:59 PDT 2009,NO_QUERY,leahfalkowski,@jen14221 ahhh WaWa! I miss WaWa. I could go for some Diet Lemonade Tea right now... 
1026378,4,1914429641,Mon May 25 10:44:18 PDT 2009,NO_QUERY,vampirexsugar,@bigwormy yummy yummy BBQ es cool! have a nice day with your wife and your beautful Isabella 
157884,0,1956478391,Thu May 28 21:58:08 PDT 2009,NO_QUERY,Tyrone17,@ddlovatofans101 ok fair enough 
743509,0,2266866804,Sun Jun 21 09:13:52 PDT 2009,NO_QUERY,vaal182,"can't wait for Monday, wanna see u now!.. miss u honey! "
960436,4,1826384172,Sun May 17 08:22:54 PDT 2009,NO_QUERY,MyEmptyCanvas,@monyepenny did you rest well ? 
77653,0,1750958725,Sat May 09 18:19:51 PDT 2009,NO_QUERY,SamTrue,home from Chicago 
1123936,4,1974578645,Sat May 30 13:25:16 PDT 2009,NO_QUERY,forcerdj,"@Ravenatic i know mate, i just ment i asked before aswell and he just said u need to contact his agent! just thought id save u some time "
842860,4,1563758156,Mon Apr 20 00:08:10 PDT 2009,NO_QUERY,tlcillustration,"@_Starry Thanks. It was kind of 'fun' turbulence - where you stomach gets to fly around a bit, without being actually scary.  Home =good!"
1273264,4,2000826474,Mon Jun 01 23:04:04 PDT 2009,NO_QUERY,brandonlk,"@DHSmostwanted Yes I wish I was outside if I didn't have to worry about bugs. I know I know but I hate bugs, and dirt. "
268135,0,1989340240,Mon Jun 01 01:10:52 PDT 2009,NO_QUERY,tractorqueen,@yaeljk @dian_yach i shud b happy 2hear fr uncle but it's bad news so  he said they r not coming to SEAsia. @quinn_keshalyi got dm 2
880834,4,1685708813,Sun May 03 01:40:32 PDT 2009,NO_QUERY,markboomsma,Wolverine was awesome last night...worth seeing it again even 
231743,0,1979025354,Sun May 31 01:20:14 PDT 2009,NO_QUERY,momoferrari88,http://tinyurl.com/ry9wap Good day! I cant upload more pics here for some reason  I like your profile info. Please respond me. I can e ...
1474531,4,2065749691,Sun Jun 07 09:12:56 PDT 2009,NO_QUERY,Ilora_Danon,It's my 23rd Birthday tomorrow!! Going out for drinks @ Revs @ 7pm 
141185,0,1881203158,Fri May 22 03:56:38 PDT 2009,NO_QUERY,_cally,I wish I was on my way to London to see QI 
1162518,4,1979597509,Sun May 31 03:44:04 PDT 2009,NO_QUERY,aymanelhattab,@MGhoz yes I'm interested  Thanks
1326912,4,2015315180,Wed Jun 03 04:19:46 PDT 2009,NO_QUERY,waaaida,remedial test posponed to tmrr. 
829487,4,1557177147,Sun Apr 19 02:28:07 PDT 2009,NO_QUERY,brittneymm,yay nearly finished homework work brittneeeey work! 
1444482,4,2062264490,Sat Jun 06 22:45:14 PDT 2009,NO_QUERY,link1980,Doing puzzles with my 2 year old on my phone! So fun 
868210,4,1677907263,Sat May 02 04:36:48 PDT 2009,NO_QUERY,TexasEscapes,@mayorsam @tgeisler THANK YOU for the #FollowFriday. Have a Great Day !  
935749,4,1792821097,Thu May 14 00:21:34 PDT 2009,NO_QUERY,blurjess,"ONE FM, my best working companion  *sounds like some advert slogan,lolz*"
482931,0,2180177503,Mon Jun 15 10:06:53 PDT 2009,NO_QUERY,OMaggieO,My heart is hurting today.... I hate goodbyes!!  
348918,0,2016962611,Wed Jun 03 07:38:27 PDT 2009,NO_QUERY,vanxiaoyi,"All of her life he has never been like me. How can she know how I feel. She doesn't know what I sacrifice, she doesn't understand "
500000,0,2186710671,Mon Jun 15 19:13:35 PDT 2009,NO_QUERY,xxLOVExxPEACE,i cant sleep 
683997,0,2250424545,Sat Jun 20 00:29:48 PDT 2009,NO_QUERY,heatherreette,@Asialyn damn that sounds sooo good. I just had taco bell 
98620,0,1793353715,Thu May 14 02:22:00 PDT 2009,NO_QUERY,GlastoWatch,"@gbolsmith I feel your pain, I'm in the same boat. "
963303,4,1827429512,Sun May 17 10:41:33 PDT 2009,NO_QUERY,saridigital,@lilysgranny why not? go for it! 
397115,0,2056547954,Sat Jun 06 11:20:46 PDT 2009,NO_QUERY,steven421,airiana wont txt me bak... idk y 
653218,0,2238737606,Fri Jun 19 07:40:34 PDT 2009,NO_QUERY,BIGBROBRI9,My voice... It's as gone as stu's lateral incisor...  texting only for awhile. Lol
530720,0,2196029164,Tue Jun 16 11:55:54 PDT 2009,NO_QUERY,TheRorster,I'm felling sad. My sis is going back to LA. I miss her already 
1426265,4,2059185181,Sat Jun 06 16:25:12 PDT 2009,NO_QUERY,AlexCornett,@EllenHayman Hey!!! How are you??? I miss you!!! How's life? Made any plans on what's next?? 
564135,0,2206115094,Wed Jun 17 06:01:44 PDT 2009,NO_QUERY,rohiteshd,"Conscience and gastronomical desires, aren't the best of bed fellows, I tell you... "
1485851,4,2067960546,Sun Jun 07 13:15:19 PDT 2009,NO_QUERY,iheartmc,"Done here, next  Long hrs, day 2 of 4 can't wait to go home"
1281939,4,2001790236,Tue Jun 02 02:04:59 PDT 2009,NO_QUERY,brinshannara,"@NoToriousTori Very fine things to be, imho. "
1536705,4,2179376753,Mon Jun 15 09:01:21 PDT 2009,NO_QUERY,cmsimike,"@ivypayne You know, it may seem cheesy but your daily reminder to &quot;create an awesome day&quot; actually helps me do so. So thanks "
609418,0,2223708701,Thu Jun 18 08:36:50 PDT 2009,NO_QUERY,katandliz,"@angusfala yesterday was sunny, that was a break becasue it has been raining alot here and it's not supposed to stop, it's very unusual "
611964,0,2224777359,Thu Jun 18 09:55:16 PDT 2009,NO_QUERY,DRanged1978,@mynameismoe that is one of the most horrible things i've heard in a long time... 
477537,0,2178249942,Mon Jun 15 07:25:17 PDT 2009,NO_QUERY,jesstherese,"@paulie ..but it has no optical viewfinder, and certainly no swivel LCD  Guess I just need to get me to a Jessops and have a chat."
1127049,4,1975121971,Sat May 30 14:29:40 PDT 2009,NO_QUERY,amyelizabethann,no one likes @shlarablizzaira.  lol
1598312,4,2193154029,Tue Jun 16 08:04:12 PDT 2009,NO_QUERY,jakedudley,@laura_moore YESSSS!!!!!!  you have no idea how much that excites me! ILY 
1175414,4,1981099532,Sun May 31 08:24:58 PDT 2009,NO_QUERY,Bev8a,is going to be busy and have 15 practice this afternoon so Just txt 
1590344,4,2191385894,Tue Jun 16 05:09:55 PDT 2009,NO_QUERY,rationalsupport,"Hi, @wfavero, and thanks for the follow! Please let us know what you'd like to see from us on Twitter! "
1113210,4,1972545418,Sat May 30 09:25:38 PDT 2009,NO_QUERY,nikkideejay,@Eri8321317 thats awesome 
1440997,4,2061758484,Sat Jun 06 21:33:02 PDT 2009,NO_QUERY,CharityIdeas,"#eco tweeple: Help for the snails who think it's Club Med in my flowers?! Nice, of course. Daughter likes the snails. "
987043,4,1834624967,Mon May 18 03:38:29 PDT 2009,NO_QUERY,21gramsdotbe,the election fever has started ...I'm enjoying the show 
1380326,4,2052229176,Sat Jun 06 00:03:11 PDT 2009,NO_QUERY,rebeeccaaa,I just bought gossip girl 
1004564,4,1880429503,Fri May 22 01:12:36 PDT 2009,NO_QUERY,loriellenew,@DrewAtHitFix   ps--  i  hope you  can  come  to  my  premiere   that  will  be  happening  soon!  
298630,0,1997731487,Mon Jun 01 17:21:35 PDT 2009,NO_QUERY,DarkCookies,@ButterCupC00kie  I hope so too! he has been to Ohio like 5 times so think he is done here! 
1306658,4,2011970161,Tue Jun 02 19:51:36 PDT 2009,NO_QUERY,HautTotes,Don't worry!  I doubt we'll hit 100 before tomorrow 
964237,4,1827507669,Sun May 17 10:51:28 PDT 2009,NO_QUERY,taylorkathryn,Hellllllo golf for the rest of the day 
1052726,4,1961504903,Fri May 29 09:36:19 PDT 2009,NO_QUERY,bk_ii,1 hour to go then it's off to America Square in Tower Hill for a Mojito and to pick up my F.A. Cup Final ticket 
925453,4,1755315560,Sun May 10 08:49:27 PDT 2009,NO_QUERY,SuziStfu,"@alxoxo Omg Kat*, what is wrong with you?! hahaha "
377173,0,2051841753,Fri Jun 05 22:56:51 PDT 2009,NO_QUERY,maeveypoop,sleeeeeeeeeep - i always want what i can't have 
1259996,4,1998229883,Mon Jun 01 18:12:27 PDT 2009,NO_QUERY,mattmaloney,Splinter Cell: Conviction looks totally sweet  #E3
1199108,4,1985251318,Sun May 31 16:44:16 PDT 2009,NO_QUERY,IanZachary,"Annnnd I'm off to work, hopefully I get off early cuz tonight should be tight. "
186751,0,1968412849,Fri May 29 21:23:07 PDT 2009,NO_QUERY,cabelon29,Sad to be back in the bay 
523739,0,2193236300,Tue Jun 16 08:10:54 PDT 2009,NO_QUERY,antonvowl,@emilybell Not without swearing 
1420693,4,2058194269,Sat Jun 06 14:27:16 PDT 2009,NO_QUERY,beachballz,@coreycoxmusic hey! me too! 
1510184,4,2174919744,Sun Jun 14 23:37:56 PDT 2009,NO_QUERY,roxiijonas,@akr93 ah yay I love it they are so near  did anyone meet them?
996605,4,1835922645,Mon May 18 07:01:26 PDT 2009,NO_QUERY,AriannaLA,"@jordanalorraine  I'm not in town that weekend, but I can reserve the month of August to have dimsum with you "
533124,0,2197012747,Tue Jun 16 13:13:32 PDT 2009,NO_QUERY,harbars,@arpanshah definitely - i never seem to have a problem going out - always on the way back 
1156902,4,1979134046,Sun May 31 01:46:31 PDT 2009,NO_QUERY,TizBanana,@architeuth1s We do still ? the Squid 
1002610,4,1880226943,Fri May 22 00:30:58 PDT 2009,NO_QUERY,jimmietryon,"@mohdrafie If you want the same app on Linux, go with LAMP. "
1386432,4,2052834563,Sat Jun 06 02:12:21 PDT 2009,NO_QUERY,sofiabarbieri,Packiiiiiiiiiiing 
316518,0,2002422066,Tue Jun 02 04:10:01 PDT 2009,NO_QUERY,drkskinbeauty,Early mornin 4 me nd all dat..bout 2 head 2 da dentist..mite b havin  surgery dun..ugh no im scared 
401022,0,2057562881,Sat Jun 06 13:14:11 PDT 2009,NO_QUERY,msmercie,"I'm so over this rain already, but unfortunately hurricane season has just begun! "
477107,0,2178074809,Mon Jun 15 07:09:25 PDT 2009,NO_QUERY,BrittanyAJonas,phone got shut off. no more texting for me 
1213185,4,1989325840,Mon Jun 01 01:07:52 PDT 2009,NO_QUERY,sabrinajonas,"@ddlovato How about &quot;Dreams, Creams and Disney teams&quot; "
594032,0,2218393314,Wed Jun 17 22:24:05 PDT 2009,NO_QUERY,alexbee2,"SYTYCD:  Oh, no...  Jason didn't get a good review...    I hope he makes it through tomorrow...  need my eye candy..."
546515,0,2201786067,Tue Jun 16 20:46:16 PDT 2009,NO_QUERY,zombeexx,"Going to bed, lets hope this strange worried feeling is gone in the morning "
547771,0,2202172063,Tue Jun 16 21:21:18 PDT 2009,NO_QUERY,treecoat,Boo. I broke my favorite headband 
930620,4,1770548165,Mon May 11 21:38:12 PDT 2009,NO_QUERY,fupa81,A certain straight As student from Foothill isn't graduating. Not mentioning names. 
1305233,4,2011036589,Tue Jun 02 18:22:31 PDT 2009,NO_QUERY,carlymcmillannn,has a headache and is going to bed NIGHT â¥ 
849978,4,1565294026,Mon Apr 20 06:24:21 PDT 2009,NO_QUERY,sharkyire,20mins on the Bowflex now bfast and tv then listening to my lectures before I head to work! Busy bee 
1369678,4,2050848684,Fri Jun 05 19:24:10 PDT 2009,NO_QUERY,HeatherCSWS,Omaha bound! 
1572529,4,2188942961,Mon Jun 15 22:53:48 PDT 2009,NO_QUERY,qEEkEd_UP_ninja,@sha_von u welcom 
821334,4,1554015056,Sat Apr 18 15:50:08 PDT 2009,NO_QUERY,Irisheyz77,@sarahmaclean sounds like fun! Enjoy. 
879632,4,1685484217,Sun May 03 00:35:40 PDT 2009,NO_QUERY,drieick,@FreedomFactory you shouldn't trust fiat currency anyway... 
439801,0,2066536886,Sun Jun 07 10:42:22 PDT 2009,NO_QUERY,Lemomina,Whats Up with Twitter and the random people following me !! I can't keep on Blocking 
425852,0,2063411456,Sun Jun 07 02:33:04 PDT 2009,NO_QUERY,jaaniz,"Yeah no problem, I can memorise 3 pages of French by wednesday.... "
1189808,4,1983605021,Sun May 31 13:28:45 PDT 2009,NO_QUERY,nicol3_xx,Congrats Diversity!!!!..u totally deserved it !! 
1382934,4,2052514000,Sat Jun 06 00:59:46 PDT 2009,NO_QUERY,grglemandi,New phone day = horray  m&lt;3m
1202353,4,1985840641,Sun May 31 17:52:21 PDT 2009,NO_QUERY,Citizen_Lazlo,@EvilTwinBrian it's always fun to stretch for no other reason than because it makes you feel good 
531588,0,2196377122,Tue Jun 16 12:23:31 PDT 2009,NO_QUERY,Chazzaface,AMELIA I'M SO PROUD OF YOU! gahhh I'ma miss you so much baby 
473691,0,2177146514,Mon Jun 15 05:32:42 PDT 2009,NO_QUERY,carriee93,@rebeccaclark http://twitpic.com/7ghxp - YUCK. That's what my desk looks like right now 
1587794,4,2190992453,Tue Jun 16 04:15:36 PDT 2009,NO_QUERY,TJC2009,"@vella_bo_bella yeah listen to archive, i is wise  archive gives nothing but good advise; have tried, works well "
1163695,4,1979697883,Sun May 31 04:08:28 PDT 2009,NO_QUERY,serenadenise,Reading Night World Volume 1 Book 1 Secret Vampire 
1473474,4,2065559216,Sun Jun 07 08:50:38 PDT 2009,NO_QUERY,amieric,"@SuzeOrmanShow wow, i really cant believe you are answering everyone you cant. kudos for that.  i just love you ms suze "
869805,4,1678218223,Sat May 02 05:57:35 PDT 2009,NO_QUERY,technicalwriter,I woke up this morning with an article on &quot;5 Levels of Learning&quot; fully formed in my mind. I have to write it down before I forget it 
391490,0,2054924160,Sat Jun 06 08:21:16 PDT 2009,NO_QUERY,MissMillions,@xVivaLaJuicyx I got an instant message on a bbq today. I need to get well now. 
1427982,4,2059480460,Sat Jun 06 17:01:13 PDT 2009,NO_QUERY,hotwinegoddess,"chatting with my girlfriend, talking on the phone to my sister, and waiting for the hockey to start  i'm into extreme multi-tasking"
